word,categories
mine,"['funct', 'pronoun', 'ppron', 'i']"
minesweeper,['leisure']
minister,['relig']
ministr,['relig']
mint,['percept']
minute,"['time', 'relativ']"
miscar,"['bio', 'health']"
miser,"['affect', 'negemo', 'anx', 'sad']"
misle,"['cogmech', 'cause']"
miss,"['verb', 'present', 'affect', 'negemo', 'sad']"
missed,"['verb', 'past', 'affect', 'negemo', 'sad']"
misses,"['verb', 'present', 'affect', 'negemo', 'sad']"
missing,"['affect', 'negemo', 'sad']"
missionar,['relig']
mistak,"['affect', 'negemo', 'cogmech', 'discrep']"
misunder,"['cogmech', 'insight']"
mitzvah,['relig']
mm,['assent']
mob,['social']
mobb,['social']
mobs,['social']
mock,"['affect', 'negemo', 'anger']"
mocked,"['affect', 'negemo', 'anger']"
mocker,"['affect', 'negemo', 'anger']"
mocking,"['affect', 'negemo', 'anger']"
mocks,"['affect', 'negemo', 'anger']"
modern,"['time', 'relativ']"
mofo,['swear']
mohamm,['relig']
molest,"['affect', 'negemo', 'anger']"
mom,"['social', 'family']"
mom,"['social', 'family']"
moment,"['time', 'relativ']"
momma,"['social', 'family']"
mommy,"['social', 'family']"
moms,"['social', 'family']"
monast,['relig']
monday,"['time', 'relativ']"
money,['money']
monk,['relig']
mono,"['bio', 'health']"
monopol,['money']
month,"['time', 'relativ']"
mooch,"['affect', 'negemo']"
mood,['affect']
moodi,"['affect', 'negemo']"
moods,['affect']
moody,"['affect', 'negemo']"
mop,['home']
moral,['relig']
morality,['relig']
morals,['relig']
more,"['funct', 'quant']"
morgue,['death']
mormon,['relig']
morning,"['time', 'relativ']"
moron,"['affect', 'negemo', 'anger']"
mortal,['death']
mortg,"['home', 'money']"
mortician,['death']
mosque,['relig']
most,"['funct', 'quant', 'cogmech', 'tentat']"
mostly,"['funct', 'adverb', 'cogmech', 'tentat']"
motel,['leisure']
mother,"['social', 'family']"
motherf,['swear']
motherly,['social']
mothers,"['social', 'family']"
motion,"['motion', 'relativ']"
motiv,"['cogmech', 'insight', 'cause', 'work', 'achieve']"
mourn,"['affect', 'negemo', 'sad', 'death']"
mouth,"['bio', 'body']"
move,"['motion', 'relativ']"
moved,"['verb', 'past', 'motion', 'relativ']"
movement,"['motion', 'relativ']"
mover,"['motion', 'relativ']"
moves,"['motion', 'relativ']"
movie,['leisure']
moving,"['motion', 'relativ']"
mr,"['social', 'humans']"
mri,"['bio', 'health']"
mrs,"['social', 'humans']"
mtv,['leisure']
much,"['funct', 'quant']"
mucho,"['funct', 'quant']"
mucous,"['bio', 'body']"
muhamm,['relig']
mujahid,['relig']
mum,"['social', 'family']"
mum,"['social', 'family']"
mummy,"['social', 'family']"
mums,"['social', 'family']"
murder,"['affect', 'negemo', 'anger', 'death']"
muscle,"['bio', 'body']"
muscular,"['bio', 'body']"
museum,['leisure']
musi,"['leisure', 'relig', 'percept', 'hear']"
must,"['verb', 'funct', 'auxverb', 'future', 'cogmech', 'discrep', 'certain']"
must'nt,"['verb', 'funct', 'auxverb', 'future', 'negate', 'cogmech', 'discrep', 'certain']"
must,"['verb', 'funct', 'auxverb', 'past', 'future', 'cogmech', 'discrep', 'certain']"
must,"['verb', 'funct', 'auxverb', 'future', 'negate', 'cogmech', 'discrep', 'certain']"
mustnt,"['verb', 'funct', 'auxverb', 'future', 'negate', 'cogmech', 'discrep', 'certain']"
mustve,"['verb', 'funct', 'auxverb', 'past', 'future', 'cogmech', 'discrep', 'certain']"
my,"['funct', 'pronoun', 'ppron', 'i']"
myopi,"['bio', 'health']"
myself,"['funct', 'pronoun', 'ppron', 'i']"
myster,"['cogmech', 'tentat']"
nag,"['affect', 'negemo', 'anger']"
naked,"['bio', 'body', 'sexual']"
name,"['social', 'cogmech']"
nap,['leisure']
naps,['leisure']
narrow,"['space', 'relativ']"
nasal,"['bio', 'body', 'percept']"
nast,"['affect', 'negemo', 'anger']"
nation,"['relativ', 'space']"
nause,"['bio', 'health']"
near,"['funct', 'preps', 'space', 'relativ']"
neared,"['space', 'relativ']"
nearer,"['space', 'relativ']"
nearest,"['space', 'relativ']"
nearing,"['space', 'relativ']"
nearly,"['funct', 'adverb', 'cogmech', 'tentat']"
nears,"['space', 'relativ']"
nearsighted,"['bio', 'health']"
neat,"['affect', 'posemo']"
necessar,"['cogmech', 'certain']"
neck,"['bio', 'body']"
need,"['verb', 'present', 'cogmech', 'discrep']"
need'nt,"['funct', 'negate', 'cogmech', 'discrep']"
needed,"['verb', 'past', 'cogmech', 'discrep']"
needing,"['cogmech', 'discrep']"
need,"['funct', 'negate', 'cogmech', 'discrep']"
neednt,"['funct', 'negate', 'cogmech', 'discrep']"
needs,"['verb', 'present', 'cogmech', 'discrep']"
needy,"['affect', 'negemo']"
negat,"['funct', 'negate']"
neglect,"['affect', 'negemo', 'sad', 'cogmech', 'inhib']"
negotiat,"['social', 'work']"
neighbor,"['social', 'friend', 'home']"
neighbour,"['social', 'friend']"
neither,"['funct', 'negate', 'quant']"
nephew,"['social', 'family']"
nerd,"['affect', 'negemo']"
nerve,"['bio', 'body']"
nervous,"['affect', 'negemo', 'anx']"
netflix,['leisure']
neural,"['bio', 'body']"
neurolog,"['bio', 'health']"
neuron,"['bio', 'body']"
neurotic,"['affect', 'negemo', 'anx']"
never,"['funct', 'negate', 'cogmech', 'certain', 'time', 'relativ']"
new,"['time', 'relativ']"
newborn,"['social', 'humans']"
newer,"['time', 'relativ']"
newest,"['time', 'relativ']"
newly,"['time', 'relativ']"
news,['cogmech']
next,"['time', 'relativ']"
ngo,['work']
nice,"['affect', 'posemo']"
nickel,['money']
niece,"['social', 'family']"
nigger,['swear']
night,"['time', 'relativ']"
nightly,"['time', 'relativ']"
nights,"['time', 'relativ']"
nine,"['funct', 'number']"
nintendo,['leisure']
nipple,"['bio', 'body', 'sexual']"
no,"['funct', 'negate']"
nobod,"['funct', 'pronoun', 'ipron', 'negate']"
noise,"['percept', 'hear']"
noises,"['percept', 'hear']"
noisy,"['percept', 'hear']"
none,"['funct', 'negate', 'quant']"
nonprofit,['work']
noon,"['time', 'relativ']"
nope,"['funct', 'negate']"
nor,"['funct', 'conj', 'negate']"
normal,"['cogmech', 'cogmech', 'discrep']"
north,"['space', 'relativ']"
nose,"['bio', 'body', 'percept']"
nostril,"['percept', 'bio', 'body']"
not,"['funct', 'negate', 'cogmech', 'excl']"
nothing,"['funct', 'negate']"
notice,"['cogmech', 'insight']"
noticing,"['cogmech', 'insight']"
novel,['leisure']
novels,['leisure']
november,"['time', 'relativ']"
now,"['funct', 'adverb', 'time', 'relativ']"
nowhere,"['funct', 'negate', 'space', 'relativ']"
nude,"['bio', 'body', 'sexual']"
nudi,"['bio', 'body']"
numb,"['affect', 'negemo', 'bio', 'health']"
nun,['relig']
nuns,['relig']
nurse,"['bio', 'health']"
nurtur,"['affect', 'posemo']"
nutrition,"['bio', 'health']"
o'clock,"['time', 'relativ']"
obedien,"['cogmech', 'cause']"
obes,"['bio', 'health', 'ingest']"
obey,"['cogmech', 'cause']"
obit,['death']
obnoxious,"['affect', 'negemo', 'anger']"
obscur,"['cogmech', 'tentat']"
obsess,"['affect', 'negemo', 'anx']"
obstac,"['cogmech', 'inhib']"
obtain,['achieve']
obvious,"['cogmech', 'certain']"
occasional,"['cogmech', 'tentat', 'time', 'relativ']"
occupa,['work']
ocd,"['bio', 'health']"
oclock,"['time', 'relativ']"
october,"['time', 'relativ']"
od,['death']
oded,['death']
odor,['percept']
odour,['percept']
of,"['funct', 'preps']"
off,"['funct', 'preps', 'space', 'relativ']"
offence,"['affect', 'negemo', 'anger']"
offend,"['affect', 'negemo', 'anger']"
offens,"['affect', 'negemo', 'anger']"
offer,['social']
office,['work']
often,"['funct', 'adverb', 'cogmech', 'tentat']"
oh,['assent']
ohwell,['filler']
oil,['percept']
ok,"['affect', 'posemo', 'assent']"
okay,"['affect', 'posemo', 'assent']"
okays,"['affect', 'posemo']"
okey,['assent']
oks,"['affect', 'posemo']"
old,"['time', 'relativ']"
olden,"['time', 'relativ']"
older,"['time', 'relativ']"
oldest,"['time', 'relativ']"
on,"['funct', 'preps', 'space', 'relativ']"
once,"['funct', 'number', 'time', 'relativ']"
one,"['funct', 'number']"
ones,"['funct', 'quant']"
oneself,"['funct', 'pronoun', 'ppron']"
only,"['funct', 'adverb']"
onto,"['funct', 'preps', 'space', 'relativ']"
open,"['cogmech', 'incl', 'space', 'relativ']"
opened,"['relativ', 'space']"
opening,"['space', 'relativ']"
openminded,"['affect', 'posemo']"
openness,"['affect', 'posemo']"
opera,['leisure']
opinion,"['cogmech', 'tentat']"
opport,"['affect', 'posemo', 'achieve']"
oppos,"['cogmech', 'inhib']"
optimal,"['affect', 'posemo']"
optimi,"['affect', 'posemo']"
option,"['cogmech', 'tentat']"
optometr,"['bio', 'health']"
or,"['funct', 'conj', 'cogmech', 'tentat', 'excl']"
orange,"['percept', 'see']"
oranything,['filler']
orchestra,['leisure']
order,['relativ']
org,['work']
organiz,"['social', 'cogmech', 'work', 'achieve']"
orgasm,"['bio', 'body', 'sexual']"
orgies,"['bio', 'sexual']"
orgy,"['bio', 'sexual']"
origin,"['cogmech', 'cause', 'time', 'relativ']"
original,"['affect', 'posemo']"
originat,"['cogmech', 'cause', 'achieve']"
origins,"['cogmech', 'cause']"
orsomething,['filler']
orthodon,"['bio', 'health']"
orthodox,['relig']
orthoped,"['bio', 'health']"
orwhatever,['filler']
other,"['funct', 'pronoun', 'ipron']"
others,"['funct', 'pronoun', 'ipron']"
otherwise,"['funct', 'conj']"
ought,"['verb', 'funct', 'auxverb', 'future', 'cogmech', 'discrep']"
ought'nt,"['verb', 'funct', 'auxverb', 'future', 'negate', 'cogmech', 'discrep']"
ought,"['verb', 'funct', 'auxverb', 'future', 'cogmech', 'discrep']"
oughta,"['verb', 'funct', 'auxverb', 'future', 'cogmech', 'discrep']"
ought,"['verb', 'funct', 'auxverb', 'future', 'negate', 'cogmech', 'discrep']"
oughtnt,"['verb', 'funct', 'auxverb', 'future', 'negate', 'cogmech', 'discrep']"
oughtve,"['verb', 'funct', 'auxverb', 'future', 'cogmech', 'discrep']"
our,"['funct', 'pronoun', 'ppron', 'we', 'social']"
ours,"['funct', 'pronoun', 'ppron', 'we', 'social']"
ourselves,"['funct', 'pronoun', 'ppron', 'we', 'social']"
out,"['funct', 'preps', 'cogmech', 'incl', 'space', 'relativ']"
outcome,"['cogmech', 'cause', 'achieve']"
outer,"['space', 'relativ']"
outgoing,"['affect', 'posemo']"
outlin,['work']
outrag,"['affect', 'negemo', 'anger']"
outside,"['funct', 'preps', 'space', 'relativ']"
outsider,['social']
outsides,"['space', 'relativ']"
outsourc,['work']
outstanding,"['cogmech', 'discrep']"
outward,"['space', 'relativ']"
ovar,"['bio', 'body', 'sexual']"
oven,['home']
over,"['funct', 'preps', 'space', 'relativ']"
overall,"['cogmech', 'tentat']"
overate,"['bio', 'ingest']"
overcome,['achieve']
overconfiden,['achieve']
overdosed,['death']
overeat,"['bio', 'ingest']"
overflow,"['space', 'relativ']"
overhear,['social']
overlap,"['space', 'relativ']"
overpaid,"['work', 'money']"
overtak,['achieve']
overtime,"['work', 'money']"
overweight,"['bio', 'health', 'ingest']"
overwhelm,"['affect', 'negemo', 'anx', 'sad']"
overworked,['work']
owe,"['verb', 'present', 'money']"
owed,"['verb', 'past', 'money']"
owes,"['verb', 'present', 'money']"
owing,['money']
own,"['funct', 'quant']"
owner,['social']
pa,"['social', 'family']"
pa,"['social', 'family']"
pagan,['relig']
page,['quant']
paid,"['verb', 'past', 'money']"
pain,"['affect', 'negemo', 'bio', 'health']"
pained,"['affect', 'negemo', 'bio', 'health']"
painf,"['affect', 'negemo', 'bio', 'health']"
paining,"['affect', 'negemo', 'bio', 'health']"
painl,"['affect', 'posemo', 'bio', 'health']"
pains,"['affect', 'negemo', 'bio', 'health']"
pal,"['social', 'friend']"
palatabl,"['percept', 'affect', 'posemo']"
pallbearer,['death']
palm,"['bio', 'body']"
palms,"['bio', 'body']"
pals,"['social', 'friend']"
panic,"['affect', 'negemo', 'anx']"
pap,"['bio', 'health']"
paper,['work']
pappy,"['social', 'family']"
paradise,"['affect', 'posemo', 'relig']"
paraly,"['bio', 'health']"
paranoi,"['affect', 'negemo', 'anger']"
parent,"['social', 'family']"
parks,['leisure']
part,"['funct', 'quant']"
participant,"['social', 'humans']"
participat,['social']
partie,"['social', 'affect', 'posemo', 'leisure']"
partly,"['funct', 'quant', 'cogmech', 'tentat']"
partner,"['social', 'friend', 'humans']"
party,"['social', 'affect', 'posemo', 'leisure']"
pass,"['motion', 'relativ']"
passed,"['motion', 'relativ']"
passes,"['motion', 'relativ']"
passing,"['motion', 'relativ']"
passion,"['affect', 'posemo', 'bio', 'sexual']"
passover,['relig']
past,"['time', 'relativ']"
pasta,"['bio', 'ingest']"
pastor,['relig']
pathetic,"['affect', 'negemo', 'sad']"
patholog,"['bio', 'health']"
patio,['home']
pay,"['work', 'money']"
pc,['work']
peace,"['affect', 'posemo']"
peculiar,"['affect', 'negemo']"
pediatr,"['bio', 'health']"
pee,"['bio', 'body']"
pelvi,"['bio', 'body']"
pen,['work']
penance,['relig']
pence,['money']
pencil,['work']
penis,"['bio', 'body', 'sexual']"
pennies,['money']
penny,['money']
pens,['work']
pension,['work']
pentecost,['relig']
people,"['social', 'humans']"
perceiv,"['cogmech', 'insight']"
percent,['quant']
percept,"['cogmech', 'insight']"
perfect,"['affect', 'posemo', 'cogmech', 'certain', 'achieve']"
perform,['achieve']
perfum,['percept']
perhaps,"['funct', 'adverb', 'cogmech', 'tentat']"
period,"['time', 'relativ']"
permit,"['cogmech', 'cause']"
perpetual,"['time', 'relativ']"
persever,['achieve']
persist,['achieve']
person,"['social', 'humans']"
person,"['social', 'humans']"
personal,"['affect', 'social']"
persons,"['social', 'humans']"
perspir,"['bio', 'body']"
persua,['social']
perver,"['affect', 'negemo', 'bio', 'sexual']"
peso,['money']
pesos,['money']
pessimis,"['affect', 'negemo', 'sad']"
pet,['home']
petrif,"['affect', 'negemo', 'anx']"
pets,['home']
pettie,"['affect', 'negemo', 'anger']"
petty,"['affect', 'negemo', 'anger']"
pew,['relig']
pews,['relig']
pharmac,"['bio', 'health']"
phd,['work']
phobi,"['affect', 'negemo', 'anx', 'bio', 'health']"
phone,['social']
phoning,['social']
photocop,['work']
physical,"['bio', 'health']"
physician,"['bio', 'health']"
pick,"['cogmech', 'cause']"
picture,"['percept', 'see']"
piec,"['funct', 'quant']"
piety,['relig']
pilgrim,['relig']
pill,"['bio', 'health']"
pillow,['home']
pills,"['bio', 'health']"
pimple,"['bio', 'health']"
pink,"['percept', 'see']"
pious,['relig']
piss,"['affect', 'negemo', 'anger', 'bio', 'body', 'swear']"
pitcher,['leisure']
piti,"['affect', 'negemo', 'sad']"
pity,"['affect', 'negemo', 'sad']"
pizza,"['bio', 'ingest']"
place,"['space', 'relativ']"
placing,"['space', 'relativ']"
plague,['death']
plan,['achieve']
planned,['achieve']
planner,['achieve']
planning,['achieve']
plans,['achieve']
platform,"['space', 'relativ']"
play,"['affect', 'posemo', 'leisure']"
played,"['verb', 'past', 'affect', 'posemo', 'leisure']"
playful,"['affect', 'posemo', 'leisure']"
playing,"['affect', 'posemo', 'leisure']"
plays,"['affect', 'posemo', 'leisure']"
playstation,['leisure']
pleasant,"['affect', 'posemo']"
please,"['affect', 'posemo']"
pleasing,"['affect', 'posemo']"
pleasur,"['affect', 'posemo']"
pledg,['work']
plenty,"['funct', 'quant']"
plus,"['funct', 'preps', 'conj', 'cogmech', 'incl']"
pms,"['bio', 'health']"
podiatr,"['bio', 'health']"
poetry,['leisure']
point,"['relativ', 'space']"
poison,"['affect', 'negemo', 'anger', 'bio', 'health']"
poker,['leisure']
police,['work']
policy,['work']
political,['work']
politics,['work']
ponder,"['cogmech', 'insight']"
pool,['leisure']
poop,"['bio', 'body']"
poor,['money']
pope,['relig']
popular,"['affect', 'posemo']"
porch,['home']
porn,"['bio', 'sexual']"
portfolio,['money']
portion,['quant']
position,"['space', 'relativ']"
positiv,"['affect', 'posemo', 'cogmech', 'certain']"
possib,"['cogmech', 'tentat']"
post,['relativ']
potential,['achieve']
poverty,['money']
power,['achieve']
practically,"['cogmech', 'tentat']"
practice,"['work', 'achieve']"
prais,"['social', 'affect', 'posemo', 'achieve', 'relig']"
pray,['relig']
preach,['relig']
preced,"['time', 'relativ']"
precious,"['affect', 'posemo']"
precis,"['cogmech', 'certain']"
prefer,"['cogmech', 'insight', 'discrep']"
pregnan,"['bio', 'health', 'sexual']"
prejudic,"['affect', 'negemo', 'anger']"
prereq,['work']
presbyterian,['relig']
prescri,"['bio', 'health']"
present,"['time', 'relativ']"
presentation,['work']
presently,"['time', 'relativ']"
presiden,"['work', 'achieve']"
press,"['percept', 'feel']"
pressed,"['percept', 'feel']"
presser,"['percept', 'feel']"
presses,"['percept', 'feel']"
pressur,"['affect', 'negemo', 'anx']"
presum,"['cogmech', 'insight']"
pretend,['leisure']
prettie,"['affect', 'posemo']"
pretty,"['affect', 'posemo', 'cogmech', 'tentat']"
prevent,"['cogmech', 'inhib']"
price,['money']
prici,['money']
prick,"['affect', 'negemo', 'anger', 'bio', 'body', 'swear']"
pride,"['affect', 'posemo', 'achieve']"
priest,['relig']
primarily,"['funct', 'adverb']"
prior,"['relativ', 'time']"
private,['social']
privileg,"['affect', 'posemo']"
prize,"['affect', 'posemo', 'achieve']"
probable,"['cogmech', 'tentat']"
probablistic,"['cogmech', 'tentat']"
probably,"['funct', 'adverb', 'cogmech', 'tentat']"
problem,"['affect', 'negemo', 'cogmech', 'discrep']"
proceed,"['time', 'relativ']"
procrastin,['work']
produc,"['cogmech', 'cause', 'work', 'achieve']"
prof,['work']
profession,['work']
professor,['work']
proficien,['achieve']
profit,"['affect', 'posemo', 'work', 'money']"
profs,['work']
prognos,"['bio', 'health']"
program,['work']
progress,['achieve']
prohib,"['cogmech', 'inhib']"
project,['work']
projector,['work']
projects,['work']
prom,['work']
promis,"['affect', 'posemo']"
promot,"['work', 'achieve']"
proof,"['cogmech', 'certain']"
prophe,['relig']
prostat,"['bio', 'body', 'sexual']"
prostitu,"['bio', 'sexual']"
protect,"['cogmech', 'inhib']"
protest,"['affect', 'negemo', 'anger']"
protestant,['relig']
protested,"['affect', 'negemo', 'anger']"
protesting,"['affect', 'negemo', 'anger']"
proud,"['affect', 'posemo', 'achieve']"
prove,"['cogmech', 'insight', 'certain']"
provide,['social']
proving,"['cogmech', 'insight']"
provoc,"['cogmech', 'cause']"
provok,"['cogmech', 'cause']"
prozac,"['bio', 'health']"
prude,"['cogmech', 'inhib', 'bio', 'sexual']"
prudes,"['cogmech', 'inhib', 'bio', 'sexual']"
prudish,"['cogmech', 'inhib', 'bio', 'sexual']"
psalm,['relig']
psych,['work']
psychol,['work']
pub,['leisure']
pubic,"['bio', 'sexual']"
public,['social']
publish,['work']
pubs,['leisure']
puk,"['affect', 'negemo', 'bio', 'health']"
pull,"['motion', 'relativ']"
pulse,"['bio', 'body']"
pungen,['percept']
punish,"['affect', 'negemo', 'anger']"
purchas,['money']
pure,"['cogmech', 'certain']"
purgator,['relig']
puritan,['relig']
purpl,"['percept', 'see']"
purpose,"['cogmech', 'cause', 'achieve']"
push,"['motion', 'relativ']"
puss,"['bio', 'health']"
pussies,"['bio', 'body']"
pussy,"['bio', 'body', 'sexual', 'swear']"
put,"['relativ', 'motion']"
puts,"['relativ', 'motion']"
putting,"['relativ', 'motion']"
puzzl,"['cogmech', 'tentat']"
qualifi,['work']
quarter,"['funct', 'number']"
queas,"['bio', 'health']"
queen,['achieve']
queenly,['achieve']
queer,"['bio', 'sexual', 'swear']"
quer,"['cogmech', 'insight']"
question,"['social', 'cogmech', 'insight', 'tentat']"
quick,"['funct', 'adverb', 'time', 'relativ']"
quiet,"['percept', 'hear']"
quit,['achieve']
quite,"['cogmech', 'tentat']"
quitt,['achieve']
quiz,['work']
qur'an,['relig']
quran,['relig']
rabbi,['relig']
rabbinical,['relig']
rabbis,['relig']
radian,"['affect', 'posemo']"
radio,['leisure']
rage,"['affect', 'negemo', 'anger']"
raging,"['affect', 'negemo', 'anger']"
ramadan,['relig']
ran,"['verb', 'past', 'motion', 'relativ']"
rancid,"['percept', 'affect', 'negemo']"
random,"['cogmech', 'tentat']"
rang,"['percept', 'hear']"
rank,['achieve']
ranked,['achieve']
ranking,['achieve']
ranks,['achieve']
rap,['leisure']
rape,"['affect', 'negemo', 'anger', 'bio', 'sexual']"
raping,"['affect', 'negemo', 'anger', 'bio', 'sexual']"
rapist,"['affect', 'negemo', 'anger', 'bio', 'sexual']"
rarely,"['funct', 'adverb']"
rash,"['bio', 'body']"
rather,"['funct', 'adverb', 'cogmech', 'discrep', 'excl']"
rational,"['cogmech', 'insight', 'cause']"
react,"['cogmech', 'cause']"
read,"['work', 'leisure']"
readiness,"['affect', 'posemo']"
reading,['leisure']
ready,"['affect', 'posemo']"
real,"['cogmech', 'certain']"
realis,"['cogmech', 'insight']"
reality,"['cogmech', 'certain']"
realiz,"['cogmech', 'insight']"
really,"['funct', 'adverb', 'cogmech', 'excl']"
reaper,['death']
rearrang,"['cogmech', 'insight']"
reason,"['cogmech', 'insight', 'cause']"
reassur,"['social', 'affect', 'posemo']"
rebate,['money']
rebel,"['affect', 'negemo', 'anger']"
recall,"['cogmech', 'insight']"
receiv,"['social', 'relativ', 'motion']"
recency,"['time', 'relativ']"
recent,"['time', 'relativ']"
recession,['money']
reckon,"['cogmech', 'insight']"
recogni,"['cogmech', 'insight']"
recollect,"['cogmech', 'insight']"
reconcil,"['cogmech', 'insight']"
reconsider,"['cogmech', 'insight']"
reconstruct,"['cogmech', 'insight']"
recording,['leisure']
recover,['achieve']
recreation,['leisure']
recruit,['work']
rectang,"['percept', 'see']"
recur,"['time', 'relativ']"
red,"['percept', 'see']"
redde,"['percept', 'see']"
reddish,"['percept', 'see']"
redness,"['percept', 'see']"
reds,"['percept', 'see']"
reek,"['percept', 'affect', 'negemo']"
reevaluat,"['cogmech', 'insight']"
refer,"['cogmech', 'insight']"
reflect,"['cogmech', 'insight']"
refrain,"['cogmech', 'inhib']"
refund,['money']
refus,"['social', 'cogmech', 'inhib']"
regardless,"['cogmech', 'discrep']"
reggae,['leisure']
register,['work']
registra,['work']
regret,"['affect', 'negemo', 'sad', 'cogmech', 'discrep']"
rehab,"['bio', 'health']"
reimburs,['money']
rein,"['cogmech', 'inhib']"
reject,"['affect', 'negemo', 'sad']"
relate,"['cogmech', 'insight']"
relating,"['cogmech', 'insight']"
relation,"['cogmech', 'insight']"
relationship,['social']
relatives,"['social', 'family']"
relax,"['affect', 'posemo', 'leisure']"
relief,"['affect', 'posemo']"
reliev,"['affect', 'posemo']"
religio,['relig']
reluctan,"['affect', 'negemo', 'anx', 'cogmech', 'inhib']"
remaining,"['funct', 'quant']"
rememb,"['cogmech', 'insight']"
remodel,['home']
remorse,"['affect', 'negemo', 'sad']"
remote,"['space', 'relativ']"
remov,"['motion', 'relativ']"
renovat,['home']
rent,"['home', 'money']"
reorgani,"['cogmech', 'insight']"
repeat,"['time', 'relativ']"
repetit,"['time', 'relativ']"
replace,"['motion', 'relativ']"
replacing,"['motion', 'relativ']"
replie,['social']
reply,['social']
report,['work']
repress,"['affect', 'negemo', 'anx', 'cogmech', 'inhib']"
request,['social']
requir,"['cogmech', 'inhib', 'work', 'achieve']"
research,['work']
resent,"['affect', 'negemo', 'anger']"
reserved,"['cogmech', 'inhib']"
residen,['home']
resign,"['affect', 'negemo', 'sad']"
resolu,"['cogmech', 'insight']"
resolv,"['affect', 'posemo', 'cogmech', 'insight', 'achieve']"
resource,['work']
resourceful,['achieve']
resources,['work']
resourcing,['work']
respect,"['affect', 'posemo']"
respectively,"['relativ', 'time']"
respond,['social']
response,"['cogmech', 'cause']"
responsib,"['cogmech', 'inhib', 'work', 'achieve']"
rest,"['funct', 'quant']"
restau,"['bio', 'ingest', 'leisure']"
resting,['leisure']
restless,"['affect', 'negemo', 'anx']"
restrain,"['cogmech', 'inhib']"
restrict,"['cogmech', 'inhib']"
restructur,"['cogmech', 'insight']"
result,"['cogmech', 'cause']"
resume,['work']
retail,['money']
retain,"['cogmech', 'inhib']"
rethink,"['cogmech', 'insight']"
retina,"['bio', 'body']"
retire,['work']
retiring,['work']
return,"['time', 'relativ']"
reveal,"['cogmech', 'insight']"
revelat,"['cogmech', 'insight']"
revenge,"['affect', 'negemo', 'anger']"
revenue,['money']
review,['work']
revigor,"['affect', 'posemo']"
reward,"['affect', 'posemo', 'achieve']"
rhetor,['work']
rhythm,"['time', 'relativ']"
rib,"['bio', 'body']"
ribs,"['bio', 'body']"
rich,"['affect', 'posemo', 'money']"
ridden,"['motion', 'relativ']"
ride,"['motion', 'relativ']"
rides,"['motion', 'relativ']"
ridicul,"['affect', 'negemo', 'anger']"
riding,"['motion', 'relativ']"
right,"['relativ', 'space']"
rigid,"['affect', 'negemo', 'anx', 'cogmech', 'inhib']"
ring,"['percept', 'hear']"
ringing,"['percept', 'hear']"
rings,"['percept', 'hear']"
rise,"['motion', 'relativ']"
rising,"['motion', 'relativ']"
risk,"['affect', 'negemo', 'anx']"
ritalin,"['bio', 'health']"
rite,['relig']
rites,['relig']
ritual,['relig']
road,"['space', 'relativ']"
rock,['leisure']
rocks,['leisure']
rode,"['motion', 'relativ']"
rofl,"['affect', 'posemo', 'assent']"
role,['social']
roller,['leisure']
romanc,"['affect', 'posemo']"
romantic,"['affect', 'posemo']"
room,"['space', 'relativ', 'home']"
roomate,"['social', 'friend', 'space', 'relativ', 'home']"
roomed,"['social', 'space', 'relativ', 'home']"
roomie,"['social', 'friend', 'space', 'relativ', 'home']"
rooming,"['social', 'space', 'relativ', 'home']"
roommate,"['social', 'friend', 'space', 'relativ', 'home']"
rooms,"['space', 'relativ', 'home']"
root,"['cogmech', 'cause']"
rosaries,['relig']
rosary,['relig']
roshashan,['relig']
rotten,"['percept', 'affect', 'negemo']"
rough,"['percept', 'feel']"
round,"['percept', 'see', 'feel']"
rowing,['leisure']
rr,['filler']
rub,"['percept', 'feel']"
rubbed,"['percept', 'feel']"
rubbing,"['percept', 'feel']"
ruble,['money']
rubs,"['percept', 'feel']"
rude,"['affect', 'negemo', 'anger']"
rug,['home']
rugby,['leisure']
rugs,['home']
ruin,"['affect', 'negemo', 'sad']"
rum,['leisure']
rumor,['social']
rumour,['social']
run,"['motion', 'relativ']"
runner,"['motion', 'relativ', 'leisure']"
running,"['motion', 'relativ', 'leisure']"
runs,"['motion', 'relativ']"
rupee,['money']
rush,"['motion', 'relativ']"
rx,"['bio', 'health']"
sabbath,['relig']
saccharine,['percept']
sacred,['relig']
sacrific,['relig']
sad,"['affect', 'negemo', 'sad']"
sadde,"['affect', 'negemo', 'sad']"
sadly,"['affect', 'negemo', 'sad']"
sadness,"['affect', 'negemo', 'sad']"
safe,"['affect', 'posemo', 'cogmech', 'inhib']"
said,"['verb', 'past', 'social', 'percept', 'hear']"
saint,['relig']
salad,"['bio', 'ingest']"
salar,"['work', 'money']"
sale,['money']
sales,['money']
saliv,"['bio', 'body', 'percept']"
salsa,['leisure']
salt,['percept']
salvation,['relig']
same,"['cogmech', 'funct', 'quant']"
sampl,['percept']
sand,"['percept', 'feel']"
sands,"['percept', 'feel']"
sandwich,"['bio', 'ingest']"
sandy,"['percept', 'feel']"
sang,"['leisure', 'percept', 'hear']"
sarcas,"['affect', 'negemo', 'anger']"
sat,"['verb', 'past']"
satan,['relig']
satisf,"['affect', 'posemo']"
saturday,"['time', 'relativ']"
savage,"['affect', 'negemo', 'anger']"
save,"['affect', 'posemo', 'cogmech', 'inhib']"
saving,['money']
savor,['percept']
savour,['percept']
saw,"['verb', 'past', 'percept', 'see']"
